id,route,flight_class,days_to_departure,total_seats,booked_seats,remaining_seats,current_price,base_fare,booking_date,time_of_day,day_of_week,is_weekend,is_holiday_window,petrol_price,diesel_price,usd_to_pkr,competitor_min_price,competitor_avg_price,price_vs_competitor_ratio,competitor_data_is_real,demand_ratio
54240,KHI-DXB,Economy,25,180,105,75,49328.51,44837.94581975072,2026-07-01,0,6,1,0,339.5191956376874,392.3596093174625,286.42804299697303,,,,False,0.5833333333333334
54241,KHI-LHE,Business,78,180,83,97,46003.75,42157.36867324561,2026-07-01,1,3,0,0,334.89576933923775,383.96846744052806,274.29278301176066,7485.0,8569.0,5.368625277161862,True,0.46111111111111114
54242,KHI-PEW,Economy,36,180,66,114,14947.78,14966.173412276461,2026-07-01,2,3,0,0,333.3150302191247,393.444803433696,276.58355026702884,,,,False,0.36666666666666664
54243,KHI-ISB,Economy,3,180,59,121,13938.7,14814.069359582543,2026-07-01,3,5,1,0,339.7564281275756,374.2953044973507,275.0966889970089,7432.0,29077.333333333332,0.4793665168745415,True,0.3277777777777778
54244,LHE-ISB,Economy,58,180,106,74,11464.33,15096.179715825576,2026-07-01,4,4,0,0,341.6538537647154,390.7372275244119,286.3245408125406,,,,False,0.5888888888888889
54245,LHE-ISB,Economy,53,180,105,75,9205.28,15096.179715825576,2026-07-01,5,6,1,1,341.28243699876646,379.8712066920439,283.274727712337,,,,False,0.5833333333333334
54246,KHI-LHE,Economy,63,180,70,110,17978.5,14965.685953399905,2026-07-01,6,2,0,0,329.45701743920466,382.70891168064367,282.7193582877769,7485.0,8569.0,2.098086124401914,True,0.3888888888888889
54247,KHI-ISB,Business,67,180,90,90,32218.99,42435.13461851475,2026-07-01,7,6,1,1,338.24094345123694,378.7723434765272,279.3519039906109,7432.0,29077.333333333332,1.108044868855466,True,0.5
54248,KHI-DXB,Economy,40,180,130,50,44414.33,44837.94581975072,2026-07-01,8,0,0,0,326.2058172529552,388.51875977414284,286.30414225219056,,,,False,0.7222222222222222
54249,KHI-DXB,Business,43,180,20,160,148444.59,110639.33540295118,2026-07-01,9,3,0,1,340.3801100724425,381.8217132468556,268.26061820646225,,,,False,0.1111111111111111
54250,LHE-ISB,Economy,57,180,37,143,19108.01,15096.179715825576,2026-07-01,10,3,0,1,342.3279791016781,389.7100864342955,284.97334436079115,,,,False,0.20555555555555555
54251,KHI-LHE,Business,14,180,90,90,37383.78,42157.36867324561,2026-07-01,11,2,0,0,340.99864790081017,386.0093879260039,272.3677635933133,7485.0,8569.0,4.362677091842689,True,0.5
54252,KHI-DXB,Economy,28,180,71,109,47454.53,44837.94581975072,2026-07-01,12,2,0,0,331.6386352406214,381.5301536389162,280.8995153874369,,,,False,0.39444444444444443
54253,LHE-ISB,Business,24,180,147,33,36691.0,42494.91089800444,2026-07-01,13,5,1,0,325.8108927586498,388.3111262586592,287.0740747853272,,,,False,0.8166666666666667
54254,KHI-ISB,Economy,60,180,78,102,14508.89,14814.069359582543,2026-07-01,14,6,1,0,330.76067376106124,381.77087580275855,272.4105934037805,7432.0,29077.333333333332,0.49897594919295674,True,0.43333333333333335
54255,KHI-PEW,Economy,36,180,80,100,16516.81,14966.173412276461,2026-07-01,15,3,0,0,331.9489686692011,387.9279313256327,274.54827800382054,,,,False,0.4444444444444444
54256,KHI-LHE,Economy,30,180,20,160,19692.61,14965.685953399905,2026-07-01,16,4,0,0,335.7683843086078,377.33943397933837,270.86270798643994,7485.0,8569.0,2.298122301318707,True,0.1111111111111111
54257,KHI-PEW,Economy,29,180,109,71,13071.39,14966.173412276461,2026-07-01,17,3,0,0,340.9903650398116,375.0325127748199,271.57917314231497,,,,False,0.6055555555555555
54258,KHI-DXB,Economy,14,180,88,92,48190.37,44837.94581975072,2026-07-01,18,2,0,0,331.883343967284,374.8812837400381,275.77053471709405,,,,False,0.4888888888888889
54259,KHI-LHE,Economy,13,180,123,57,14250.71,14965.685953399905,2026-07-01,19,1,0,0,330.92568953834507,382.01268132688557,269.2699916938317,7485.0,8569.0,1.6630540319757263,True,0.6833333333333333
54260,KHI-ISB,Economy,48,180,73,107,17167.97,14814.069359582543,2026-07-01,20,1,0,0,328.3002757357571,392.0202618309593,284.1337825445569,7432.0,29077.333333333332,0.590424500183419,True,0.40555555555555556
54261,KHI-ISB,Economy,72,180,150,30,9820.86,14814.069359582543,2026-07-01,21,4,0,0,333.07202979189407,381.0357433639817,270.970105749865,7432.0,29077.333333333332,0.3377496790168746,True,0.8333333333333334
54262,KHI-LHE,Economy,61,180,70,110,15983.96,14965.685953399905,2026-07-01,22,0,0,0,342.8766877929969,381.4814698232624,283.21247347365704,7485.0,8569.0,1.8653238417551639,True,0.3888888888888889
54263,KHI-LHE,Economy,79,180,29,151,21385.6,14965.685953399905,2026-07-01,23,4,0,0,338.0331049593315,374.2832397127558,287.0765421053702,7485.0,8569.0,2.495693779904306,True,0.16111111111111112
54264,KHI-ISB,Economy,38,180,143,37,11167.55,14814.069359582543,2026-07-01,0,5,1,0,341.02445104784294,391.9393739748752,270.9952264120605,7432.0,29077.333333333332,0.38406376100513573,True,0.7944444444444444
54265,KHI-ISB,Business,48,180,41,139,54184.84,42435.13461851475,2026-07-01,1,1,0,0,334.0124191721968,386.7337418207796,273.1330686995652,7432.0,29077.333333333332,1.8634734959647836,True,0.22777777777777777
54266,KHI-ISB,Economy,23,180,123,57,8322.07,14814.069359582543,2026-07-01,2,4,0,0,326.16509595791524,391.131017309168,274.36565619391257,7432.0,29077.333333333332,0.28620471845194423,True,0.6833333333333333
54267,LHE-ISB,Economy,43,180,86,94,11003.26,15096.179715825576,2026-07-01,3,3,0,1,331.4236278343749,391.7230655672656,281.79257896539815,,,,False,0.4777777777777778
54268,KHI-DXB,Economy,11,180,79,101,51585.84,44837.94581975072,2026-07-01,4,6,1,0,325.5774992907335,392.25028354930316,268.6769300052647,,,,False,0.4388888888888889
54269,KHI-LHE,Economy,14,180,91,89,16708.47,14965.685953399905,2026-07-01,5,2,0,0,344.5736433304679,382.46236788187457,283.4867634628858,7485.0,8569.0,1.9498739642898824,True,0.5055555555555555
54270,KHI-DXB,Economy,49,180,126,54,43798.25,44837.94581975072,2026-07-01,6,2,0,0,331.6202632409397,387.1813266185758,284.4962257698069,,,,False,0.7
54271,LHE-ISB,Business,15,180,41,139,54484.1,42494.91089800444,2026-07-01,7,3,0,0,326.9861111185256,389.02035818103525,270.64028014465896,,,,False,0.22777777777777777
54272,KHI-ISB,Economy,14,180,73,107,16165.34,14814.069359582543,2026-07-01,8,2,0,0,336.75477051362236,387.92772965082014,279.9529580006696,7432.0,29077.333333333332,0.555943002567865,True,0.40555555555555556
54273,KHI-LHE,Economy,58,180,116,64,9549.93,14965.685953399905,2026-07-01,9,4,0,0,328.2645124421808,383.3910319762048,268.896879638848,7485.0,8569.0,1.1144742677091843,True,0.6444444444444445
54274,KHI-DXB,Business,61,180,79,101,126434.13,110639.33540295118,2026-07-01,10,0,0,0,330.6539923741124,392.6211650262264,274.7240399036407,,,,False,0.4388888888888889
54275,KHI-LHE,Business,55,180,130,50,30855.85,42157.36867324561,2026-07-01,11,1,0,1,341.34848488111055,392.2141050405065,275.96768432976273,7485.0,8569.0,3.60086941300035,True,0.7222222222222222
54276,KHI-ISB,Business,28,180,76,104,31277.02,42435.13461851475,2026-07-01,12,2,0,0,341.7742759674387,376.022971713952,273.1707341063132,7432.0,29077.333333333332,1.0756495322817314,True,0.4222222222222222
54277,KHI-PEW,Economy,68,180,112,68,14234.29,14966.173412276461,2026-07-01,13,0,0,1,331.0171758844572,387.20017698356423,273.5015348998228,,,,False,0.6222222222222222
54278,KHI-LHE,Economy,4,180,81,99,18739.0,14965.685953399905,2026-07-01,14,6,1,0,333.67565183645297,377.7443213181176,277.44562049354784,7485.0,8569.0,2.1868362702765785,True,0.45
54279,KHI-LHE,Economy,4,180,91,89,14580.39,14965.685953399905,2026-07-01,15,6,1,0,328.6373329085814,377.7955688639141,270.87092293291835,7485.0,8569.0,1.701527599486521,True,0.5055555555555555
54280,KHI-DXB,Economy,5,180,106,74,46256.7,44837.94581975072,2026-07-01,16,0,0,0,343.5113451229499,387.80157666492534,281.3387874254693,,,,False,0.5888888888888889
54281,LHE-ISB,Business,84,180,72,108,32699.92,42494.91089800444,2026-07-01,17,2,0,0,328.85876922968635,392.20061525757416,268.28352942933486,,,,False,0.4
54282,KHI-LHE,Business,14,180,161,19,31459.28,42157.36867324561,2026-07-01,18,2,0,0,328.2735961258154,391.06050652064,285.9684240701424,7485.0,8569.0,3.671289532034076,True,0.8944444444444445
54283,LHE-ISB,Business,4,180,137,43,31100.59,42494.91089800444,2026-07-01,19,6,1,0,340.450022024188,381.06164106308626,274.65476400283706,,,,False,0.7611111111111111
54284,KHI-DXB,Economy,6,180,128,52,44813.8,44837.94581975072,2026-07-01,20,1,0,0,338.61759946498546,380.7442983482475,276.76662006969366,,,,False,0.7111111111111111
54285,LHE-ISB,Economy,19,180,43,137,15160.86,15096.179715825576,2026-07-01,21,0,0,0,333.8056690299908,378.9742569720374,279.33348085409386,,,,False,0.2388888888888889
54286,KHI-LHE,Economy,4,180,91,89,18330.5,14965.685953399905,2026-07-01,22,6,1,0,330.1886760394993,373.5222100406355,282.0341422536036,7485.0,8569.0,2.139164429921811,True,0.5055555555555555
54287,LHE-ISB,Business,45,180,67,113,42389.07,42494.91089800444,2026-07-01,23,5,1,1,343.2743430968078,375.43565510373355,273.07097422856265,,,,False,0.37222222222222223
54288,KHI-DXB,Business,16,180,141,39,73137.67,110639.33540295118,2026-07-01,0,4,0,0,337.0208555880035,381.7153378166146,278.4968367921584,,,,False,0.7833333333333333
54289,LHE-ISB,Economy,15,180,163,17,10577.14,15096.179715825576,2026-07-01,1,3,0,0,334.8321200657593,387.4273725161042,268.8798510790569,,,,False,0.9055555555555556
54290,KHI-DXB,Business,15,180,77,103,88547.27,110639.33540295118,2026-07-01,2,3,0,0,329.6095431764964,385.1892047186255,269.8579921405585,,,,False,0.42777777777777776
54291,KHI-LHE,Economy,56,180,120,60,15403.63,14965.685953399905,2026-07-01,3,2,0,1,338.5553126693918,379.93614094029385,277.6739204398435,7485.0,8569.0,1.7975994865211808,True,0.6666666666666666
54292,KHI-DXB,Economy,23,180,54,126,45397.23,44837.94581975072,2026-07-01,4,4,0,0,339.82059216054904,374.4148426244308,285.2508134917302,,,,False,0.3
54293,KHI-PEW,Business,2,180,134,46,36365.27,42737.64187978142,2026-07-01,5,4,0,0,342.75559925063857,392.5579231806097,277.1028602898785,,,,False,0.7444444444444445
54294,KHI-ISB,Business,34,180,86,94,28921.32,42435.13461851475,2026-07-01,6,1,0,0,343.20528356627494,378.5000998770144,284.33200342826626,7432.0,29077.333333333332,0.9946345377842993,True,0.4777777777777778
54295,KHI-DXB,Economy,15,180,78,102,41517.49,44837.94581975072,2026-07-01,7,3,0,0,344.55076916966493,384.0527943753326,276.4152909922652,,,,False,0.43333333333333335
54296,KHI-ISB,Business,3,180,118,62,35866.58,42435.13461851475,2026-07-01,8,5,1,0,329.36370429882635,388.30538672399643,283.8943654458844,7432.0,29077.333333333332,1.2334893158473956,True,0.6555555555555556
54297,KHI-PEW,Business,56,180,116,64,38933.86,42737.64187978142,2026-07-01,9,2,0,1,343.21415097255385,387.76512105289135,286.3778336245351,,,,False,0.6444444444444445
54298,LHE-ISB,Economy,5,180,97,83,19236.92,15096.179715825576,2026-07-01,10,0,0,0,325.8921317412087,392.59154647852574,272.77946290578063,,,,False,0.5388888888888889
54299,KHI-PEW,Economy,40,180,39,141,21910.42,14966.173412276461,2026-07-01,11,0,0,0,343.5870842452583,389.64704971019415,275.9790249182715,,,,False,0.21666666666666667
54300,KHI-DXB,Business,38,180,42,138,127447.12,110639.33540295118,2026-07-01,12,5,1,0,337.6513339536261,378.5918107482109,286.7876029675888,,,,False,0.23333333333333334
54301,KHI-LHE,Economy,46,180,119,61,12688.27,14965.685953399905,2026-07-01,13,6,1,1,340.0421880340189,374.1901273161054,270.2447155151379,7485.0,8569.0,1.4807177033492824,True,0.6611111111111111
54302,LHE-ISB,Business,64,180,111,69,36107.25,42494.91089800444,2026-07-01,14,3,0,0,327.7893513298006,388.5678152120046,283.10443767759915,,,,False,0.6166666666666667
54303,KHI-LHE,Economy,9,180,34,146,17274.91,14965.685953399905,2026-07-01,15,4,0,0,326.6759852468984,382.3149284916299,269.9192944302333,7485.0,8569.0,2.015977360252071,True,0.18888888888888888
54304,KHI-ISB,Business,7,180,138,42,26661.45,42435.13461851475,2026-07-01,16,2,0,0,339.2420352448912,388.3872273701354,275.81897021268446,7432.0,29077.333333333332,0.9169152375275129,True,0.7666666666666667
54305,LHE-ISB,Business,55,180,36,144,49352.98,42494.91089800444,2026-07-01,17,1,0,1,338.98634605370785,378.38607052550907,272.5004851960506,,,,False,0.2
54306,KHI-ISB,Economy,13,180,24,156,18939.75,14814.069359582543,2026-07-01,18,1,0,0,340.8474087431469,385.42788712491733,270.83162611125937,7432.0,29077.333333333332,0.6513578732575201,True,0.13333333333333333
54307,LHE-ISB,Business,16,180,120,60,37378.17,42494.91089800444,2026-07-01,19,4,0,0,333.69517695377033,377.841230905008,272.7697419950079,,,,False,0.6666666666666666
54308,KHI-PEW,Economy,13,180,127,53,14075.05,14966.173412276461,2026-07-01,20,1,0,0,336.2938620663851,379.3935896742175,278.7502734913654,,,,False,0.7055555555555556
54309,LHE-ISB,Economy,2,180,58,122,17847.25,15096.179715825576,2026-07-01,21,4,0,0,344.57304423108155,373.46731039321924,286.2952557702892,,,,False,0.32222222222222224
54310,KHI-LHE,Economy,34,180,52,128,19439.53,14965.685953399905,2026-07-01,22,1,0,0,328.8290212409685,391.7846567051238,277.7595513758412,7485.0,8569.0,2.2685879332477534,True,0.28888888888888886
54311,LHE-ISB,Business,82,180,97,83,27147.92,42494.91089800444,2026-07-01,23,0,0,0,339.71961769604593,392.3728210857252,287.2169774808398,,,,False,0.5388888888888889
54312,KHI-LHE,Economy,5,180,112,68,11070.88,14965.685953399905,2026-07-01,0,0,0,0,332.91840476271506,380.98883251727983,278.7694288851416,7485.0,8569.0,1.2919687244719336,True,0.6222222222222222
54313,KHI-DXB,Economy,46,180,25,155,50647.31,44837.94581975072,2026-07-01,1,6,1,1,335.4657997638632,388.6822185320487,271.270948419015,,,,False,0.1388888888888889
54314,KHI-DXB,Business,30,180,97,83,134176.46,110639.33540295118,2026-07-01,2,4,0,0,331.44402813409425,392.795018831279,269.87188159532036,,,,False,0.5388888888888889
54315,KHI-PEW,Economy,14,180,49,131,19668.98,14966.173412276461,2026-07-01,3,2,0,0,328.62746463713773,374.9611959570217,279.61744409188435,,,,False,0.2722222222222222
54316,KHI-PEW,Economy,6,180,146,34,8923.09,14966.173412276461,2026-07-01,4,1,0,0,335.36480976192405,374.8303096849629,286.99223705204554,,,,False,0.8111111111111111
54317,KHI-LHE,Business,54,180,70,110,56195.78,42157.36867324561,2026-07-01,5,0,0,1,338.05891283438103,380.244621107913,282.32607821996476,7485.0,8569.0,6.558032442525382,True,0.3888888888888889
54318,LHE-ISB,Business,8,180,83,97,51970.73,42494.91089800444,2026-07-01,6,3,0,0,344.960832660488,386.96606856329663,268.97418649571387,,,,False,0.46111111111111114
54319,KHI-LHE,Economy,37,180,52,128,16123.18,14965.685953399905,2026-07-01,7,4,0,0,337.28479299244964,379.0709071215906,274.4034976778508,7485.0,8569.0,1.8815707783872098,True,0.28888888888888886
54320,KHI-ISB,Business,47,180,67,113,49661.51,42435.13461851475,2026-07-01,8,0,0,0,343.785767170213,373.52408231530455,269.10859967552886,7432.0,29077.333333333332,1.7079114315847397,True,0.37222222222222223
54321,KHI-DXB,Economy,38,180,20,160,53711.82,44837.94581975072,2026-07-01,9,5,1,0,325.30282602808967,389.9364412297841,268.6988614711159,,,,False,0.1111111111111111
54322,KHI-LHE,Economy,44,180,99,81,9231.87,14965.685953399905,2026-07-01,10,4,0,1,329.51549339891346,389.5509213296996,281.79450592943175,7485.0,8569.0,1.0773567510794726,True,0.55
54323,LHE-ISB,Economy,19,180,58,122,18382.8,15096.179715825576,2026-07-01,11,0,0,0,342.2481013470366,374.95247115753205,275.14618606033804,,,,False,0.32222222222222224
54324,LHE-ISB,Business,22,180,52,128,56402.77,42494.91089800444,2026-07-01,12,3,0,0,342.34881544115245,379.61672041922657,269.97801438146485,,,,False,0.28888888888888886
54325,KHI-PEW,Business,39,180,96,84,47434.59,42737.64187978142,2026-07-01,13,6,1,0,330.68714598268696,376.22604177931254,286.64538282300936,,,,False,0.5333333333333333
54326,KHI-DXB,Economy,18,180,77,103,39055.35,44837.94581975072,2026-07-01,14,6,1,0,334.2787779295541,375.1931313273587,286.465045711762,,,,False,0.42777777777777776
54327,KHI-PEW,Economy,36,180,45,135,15823.82,14966.173412276461,2026-07-01,15,3,0,0,333.88629583725,390.7067640522499,267.91584829115453,,,,False,0.25
54328,KHI-PEW,Economy,29,180,103,77,20342.48,14966.173412276461,2026-07-01,16,3,0,0,344.7284584198629,378.7840816094891,286.00226437085473,,,,False,0.5722222222222222
54329,KHI-ISB,Business,17,180,28,152,53604.96,42435.13461851475,2026-07-01,17,5,1,0,339.1312482862866,374.2806113710942,273.1584540053168,7432.0,29077.333333333332,1.843530814380044,True,0.15555555555555556
54330,KHI-LHE,Economy,14,180,120,60,15549.21,14965.685953399905,2026-07-01,18,2,0,0,332.15862724908834,377.8629461824716,282.7560397040193,7485.0,8569.0,1.814588633446143,True,0.6666666666666666
54331,KHI-LHE,Business,19,180,105,75,42196.72,42157.36867324561,2026-07-01,19,0,0,0,333.0036273048066,381.87271134824636,278.96448940737724,7485.0,8569.0,4.924345898004435,True,0.5833333333333334
54332,LHE-ISB,Business,40,180,74,106,37099.78,42494.91089800444,2026-07-01,20,0,0,0,343.33439357925886,391.1408322872862,282.0057384269959,,,,False,0.4111111111111111
54333,KHI-DXB,Economy,4,180,43,137,46976.14,44837.94581975072,2026-07-01,21,6,1,0,339.1129730443342,390.920654309159,274.5003586922137,,,,False,0.2388888888888889
54334,KHI-LHE,Economy,30,180,100,80,13002.01,14965.685953399905,2026-07-01,22,4,0,0,335.5250319571694,374.96818487370246,283.3286351865371,7485.0,8569.0,1.5173310771385227,True,0.5555555555555556
54335,KHI-ISB,Business,14,180,105,75,29530.11,42435.13461851475,2026-07-01,23,2,0,0,335.69093084472667,373.6771599972158,277.28466150967887,7432.0,29077.333333333332,1.0155714646001468,True,0.5833333333333334
54336,KHI-DXB,Economy,15,180,146,34,41874.85,44837.94581975072,2026-07-01,0,3,0,0,325.7562990676525,386.24018346029476,277.97289230187516,,,,False,0.8111111111111111
54337,KHI-PEW,Economy,23,180,109,71,10241.52,14966.173412276461,2026-07-01,1,4,0,0,332.99700605260324,385.00484874117257,283.41815673155884,,,,False,0.6055555555555555
54338,LHE-ISB,Economy,41,180,130,50,12713.08,15096.179715825576,2026-07-01,2,1,0,0,340.31367405317815,376.04593747418886,279.31556739378254,,,,False,0.7222222222222222
54339,KHI-DXB,Economy,29,180,20,160,57169.78,44837.94581975072,2026-07-01,3,3,0,0,336.48082571617164,373.8693524880596,271.4102447932662,,,,False,0.1111111111111111
54340,KHI-DXB,Economy,55,180,90,90,37140.25,44837.94581975072,2026-07-01,4,1,0,1,328.6029684266773,386.103363422563,274.09430223684706,,,,False,0.5
54341,KHI-ISB,Economy,54,180,140,40,10097.21,14814.069359582543,2026-07-01,5,0,0,1,341.57008179024524,391.14175789975803,286.7738734300302,7432.0,29077.333333333332,0.34725364545121057,True,0.7777777777777778
54342,KHI-ISB,Business,5,180,117,63,25304.3,42435.13461851475,2026-07-01,6,0,0,0,332.63315583638615,376.3670938953952,285.8457993859124,7432.0,29077.333333333332,0.8702414251650771,True,0.65
54343,KHI-ISB,Economy,21,180,116,64,13102.54,14814.069359582543,2026-07-01,7,2,0,0,338.341083165473,379.849987061878,271.21627640064094,7432.0,29077.333333333332,0.4506100972120323,True,0.6444444444444445
54344,KHI-DXB,Economy,70,180,36,144,55082.63,44837.94581975072,2026-07-01,8,2,0,0,331.1255655677488,382.3782823974746,280.40694288122705,,,,False,0.2
54345,KHI-PEW,Business,41,180,34,146,51553.92,42737.64187978142,2026-07-01,9,1,0,0,333.73580512525257,375.69370887858537,285.09287782424974,,,,False,0.18888888888888888
